PartType	RefDes	PartDecal	Pins	Layer	Orient.	X	Y	SMD	Glued
CAPACITOR_LST	C96	CAP1608L	2	Top	90	1411.807	1389.176	Yes	No
CAPACITOR_LST	C97	CAP1005L	2	Top	90	1770.074	1424.609	Yes	No
CAPACITOR_LST	C98	CAP1005L	2	Top	180	4210	7120	Yes	No
CAPACITOR_LST	C99	CAP1005L	2	Top	180	4210	7160	Yes	No
CAPACITOR_LST	C100	CAP1005L	2	Bottom	0	5964	10143	Yes	No
CAPACITOR_LST	C101	CAP1005L	2	Top	0	465	3390	Yes	No
CAPACITOR_LST	C102	CAP1005L	2	Top	90	6140	1130	Yes	No
CAPACITOR_LST	C103	CAP1005L	2	Top	270	6140	660	Yes	No
CAPACITOR_LST	C104	CAP1005L	2	Top	0	6020	1040	Yes	No
CAPACITOR_LST	C105	CAP1005L	2	Top	0	6020	1000	Yes	No
CAPACITOR_LST	C106	CAP1005L	2	Top	180	1035	7130	Yes	No
CAPACITOR_LST	C107	CAP1005L	2	Top	180	570	1420	Yes	No
CAPACITOR_LST	C108	CAP1005L	2	Top	180	570	5420	Yes	No
CAPACITOR_LST	C109	CAP1608L	2	Top	90	1821.255	2412.798	Yes	No
CAPACITOR_LST	C110	CAP1005L	2	Top	90	1459.051	2381.302	Yes	No
CAPACITOR_LST	C111	CAP1608L	2	Top	90	1411.807	2389.176	Yes	No
CAPACITOR_LST	C112	CAP1005L	2	Top	90	1770.074	2424.609	Yes	No
CAPACITOR_LST	C113	CAP1005L	2	Bottom	0	2450	1460	Yes	No
CAPACITOR_LST	C114	CAP1005L	2	Bottom	0	2450.41	2460	Yes	No
CAPACITOR_LST	C115	CAP1005L	2	Bottom	0	2450	3460	Yes	No
CAPACITOR_LST	C116	CAP1608L	2	Top	90	1821.255	3412.798	Yes	No
CAPACITOR_LST	C117	CAP1005L	2	Top	90	1459.051	3381.302	Yes	No
CAPACITOR_LST	C118	CAP1608L	2	Top	90	1411.807	3389.176	Yes	No
CAPACITOR_LST	C119	CAP1005L	2	Top	90	1770.074	3424.609	Yes	No
CAPACITOR_LST	C120	CAP1005L	2	Bottom	0	2450	4460	Yes	No
CAPACITOR_LST	C121	CAP1005L	2	Top	0	465	7390	Yes	No
CAPACITOR_LST	C122	CAP1005L	2	Bottom	0	2385	4970	Yes	No
CAPACITOR_LST	C123	CAP1005L	2	Top	270	1835.91	4612.6	Yes	No
CAPACITOR_LST	C124	CAP1005L	2	Top	0	2042.066	4601.934	Yes	No
CAPACITOR_LST	C125	CAP1005L	2	Top	0	2040	4715	Yes	No
CAPACITOR_LST	C126	CAP1005L	2	Top	135	2184	4895	Yes	No
CAPACITOR_LST	C127	CAP1005L	2	Bottom	0	2450	5460	Yes	No
CAPACITOR_LST	C128	CAP1005L	2	Top	135	2210	4921	Yes	No
CAPACITOR_LST	C129	CAP1005L	2	Bottom	0	2450.41	6460	Yes	No
CAPACITOR_LST	C130	CAP1005L	2	Bottom	0	2450	7460	Yes	No
CAPACITOR_LST	C131	CAP1005L	2	Top	0	465	11390	Yes	No
CAPACITOR_LST	C132	CAP1005L	2	Top	180	570	9420	Yes	No
CAPACITOR_LST	C133	CAP1608L	2	Top	90	1821.255	4412.798	Yes	No
CAPACITOR_LST	C134	CAP1005L	2	Top	90	1459.051	4381.302	Yes	No
CAPACITOR_LST	C135	CAP1608L	2	Top	90	1411.807	4389.176	Yes	No
CAPACITOR_LST	C136	CAP1005L	2	Top	90	1770.074	4424.609	Yes	No
CAPACITOR_LST	C137	CAP1005L	2	Bottom	0	2380	5970	Yes	No
CAPACITOR_LST	C138	CAP1005L	2	Top	270	1835.91	5612.6	Yes	No
CAPACITOR_LST	C139	CAP1005L	2	Top	0	2042.066	5601.934	Yes	No
CAPACITOR_LST	C140	CAP1005L	2	Top	0	2040	5715	Yes	No
CAPACITOR_LST	C141	CAP1005L	2	Top	135	2184	5895	Yes	No
CAPACITOR_LST	C142	CAP1005L	2	Top	135	2210	5921	Yes	No
CAPACITOR_LST	C143	CAP1005L	2	Bottom	0	2385	8970	Yes	No
CAPACITOR_LST	C144	CAP1005L	2	Top	270	1835.91	8612.6	Yes	No
CAPACITOR_LST	C145	CAP1005L	2	Top	0	2042.066	8601.934	Yes	No
CAPACITOR_LST	C146	CAP1005L	2	Top	0	2040	8715	Yes	No
CAPACITOR_LST	C147	CAP1608L	2	Top	90	1821.255	5412.798	Yes	No
CAPACITOR_LST	C148	CAP1005L	2	Top	90	1459.051	5381.302	Yes	No
CAPACITOR_LST	C149	CAP1608L	2	Top	90	1411.807	5389.176	Yes	No
CAPACITOR_LST	C150	CAP1005L	2	Top	90	1770.074	5424.609	Yes	No
CAPACITOR_LST	C151	CAP1005L	2	Bottom	0	2380	6970	Yes	No
CAPACITOR_LST	C152	CAP1005L	2	Top	270	1835.91	6612.6	Yes	No
CAPACITOR_LST	C153	CAP1005L	2	Top	0	2042.066	6601.934	Yes	No
CAPACITOR_LST	C154	CAP1005L	2	Top	0	2040	6715	Yes	No
CAPACITOR_LST	C155	CAP1005L	2	Top	135	2184	6895	Yes	No
CAPACITOR_LST	C156	CAP1005L	2	Top	135	2184	8895	Yes	No
CAPACITOR_LST	C157	CAP1005L	2	Top	135	2210	6921	Yes	No
CAPACITOR_LST	C158	CAP1005L	2	Top	135	2210	8921	Yes	No
CAPACITOR_LST	C159	CAP1005L	2	Bottom	0	2450	8460	Yes	No
CAPACITOR_LST	C160	CAP1608L	2	Top	90	1821.255	6412.798	Yes	No
CAPACITOR_LST	C161	CAP1005L	2	Top	90	1459.051	6381.302	Yes	No
CAPACITOR_LST	C162	CAP1608L	2	Top	90	1411.807	6389.176	Yes	No
CAPACITOR_LST	C163	CAP1005L	2	Top	90	1770.074	6424.609	Yes	No
CAPACITOR_LST	C164	CAP1005L	2	Bottom	0	2380	7970	Yes	No
CAPACITOR_LST	C165	CAP1005L	2	Top	270	1835.91	7612.6	Yes	No
CAPACITOR_LST	C166	CAP1005L	2	Top	0	2042.066	7601.934	Yes	No
CAPACITOR_LST	C167	CAP1005L	2	Top	0	2040	7715	Yes	No
CAPACITOR_LST	C168	CAP1005L	2	Top	135	2184	7895	Yes	No
CAPACITOR_LST	C169	CAP1005L	2	Top	135	2210	7921	Yes	No
CAPACITOR_LST	C170	CAP1608L	2	Top	90	1821.255	7412.798	Yes	No
CAPACITOR_LST	C171	CAP1005L	2	Top	90	1459.051	7381.302	Yes	No
CAPACITOR_LST	C172	CAP1608L	2	Top	90	1411.807	7389.176	Yes	No
CAPACITOR_LST	C173	CAP1005L	2	Top	90	1770.074	7424.609	Yes	No
CAPACITOR_LST	C174	CAP1005L	2	Top	0	380	6280	Yes	No
CAPACITOR_LST	C175	CAP1005L	2	Top	90	255	6365	Yes	No
CAPACITOR_LST	C176	CAP1005L	2	Top	0	650	6270	Yes	No
CAPACITOR_LST	C177	CAP1005L	2	Top	270	650	6085	Yes	No
CAPACITOR_LST	C178	CAP1608L	2	Bottom	90	590	6170	Yes	No
CAPACITOR_LST	C179	CAP1005L	2	Top	180	313	6130	Yes	No
CAPACITOR_LST	C180	CAP1005L	2	Bottom	0	2450	460	Yes	No
CAPACITOR_LST	C181	CAP1608L	2	Top	90	1821.255	8412.798	Yes	No
CAPACITOR_LST	C182	CAP1005L	2	Top	90	1220	8150	Yes	No
CAPACITOR_LST	C183	CAP1608L	2	Top	90	1411.807	8389.176	Yes	No
CAPACITOR_LST	C184	CAP1005L	2	Top	90	1459.051	8381.302	Yes	No
CAPACITOR_LST	C185	CAP1005L	2	Top	90	1770.074	8424.609	Yes	No
CAPACITOR_LST	C186	CAP1005L	2	Top	180	1035	8130	Yes	No
CAPACITOR_LST	C187	CAP1005L	2	Bottom	0	2380	9970	Yes	No
CAPACITOR_LST	C188	CAP1005L	2	Top	270	1835.91	9612.6	Yes	No
CAPACITOR_LST	C189	CAP1005L	2	Top	0	2042.066	9601.934	Yes	No
CAPACITOR_LST	C190	CAP1005L	2	Top	0	2040	9715	Yes	No
CAPACITOR_LST	C191	CAP1005L	2	Top	135	2184	9895	Yes	No
CAPACITOR_LST	C192	CAP1005L	2	Top	135	2210	9921	Yes	No
CAPACITOR_LST	C193	CAP1005L	2	Bottom	0	2450	9460	Yes	No
CAPACITOR_LST	C194	CAP1608L	2	Top	90	1821.255	9412.798	Yes	No
CAPACITOR_LST	C195	CAP1005L	2	Top	90	1220	9150	Yes	No
CAPACITOR_LST	C196	CAP1608L	2	Top	90	1411.807	9389.176	Yes	No
CAPACITOR_LST	C197	CAP1005L	2	Top	90	1459.051	9381.302	Yes	No
CAPACITOR_LST	C198	CAP1005L	2	Top	90	1770.074	9424.609	Yes	No
CAPACITOR_LST	C199	CAP1005L	2	Top	180	1035	9130	Yes	No
CAPACITOR_LST	C200	CAP1005L	2	Bottom	0	2380	10970	Yes	No
CAPACITOR_LST	C201	CAP1005L	2	Top	270	1835.91	10612.6	Yes	No
CAPACITOR_LST	C202	CAP1005L	2	Top	0	2042.066	10601.934	Yes	No
CAPACITOR_LST	C203	CAP1005L	2	Top	0	2040	10715	Yes	No
CAPACITOR_LST	C204	CAP1005L	2	Top	135	2184	10895	Yes	No
CAPACITOR_LST	C205	CAP1005L	2	Top	135	2210	10921	Yes	No
CAPACITOR_LST	C206	CAP1005L	2	Bottom	0	2450.41	10460	Yes	No
CAPACITOR_LST	C207	CAP1608L	2	Top	90	1821.255	10412.798	Yes	No
CAPACITOR_LST	C208	CAP1005L	2	Top	90	1220	10150	Yes	No
CAPACITOR_LST	C209	CAP1608L	2	Top	90	1411.807	10389.176	Yes	No
CAPACITOR_LST	C210	CAP1005L	2	Top	90	1459.051	10381.302	Yes	No
CAPACITOR_LST	C211	CAP1005L	2	Top	90	1770.074	10424.609	Yes	No
CAPACITOR_LST	C212	CAP1005L	2	Top	180	1035	10130	Yes	No
CAPACITOR_LST	C213	CAP1005L	2	Bottom	0	2380	11970	Yes	No
CAPACITOR_LST	C214	CAP1005L	2	Top	270	1835.91	11612.6	Yes	No
CAPACITOR_LST	C215	CAP1005L	2	Top	0	2042.066	11601.934	Yes	No
CAPACITOR_LST	C216	CAP1005L	2	Top	0	2040	11715	Yes	No
CAPACITOR_LST	C217	CAP1005L	2	Top	135	2184	11895	Yes	No
CAPACITOR_LST	C218	CAP1005L	2	Top	135	2210	11921	Yes	No
CAPACITOR_LST	C219	CAP1005L	2	Bottom	0	2450	11460	Yes	No
CAPACITOR_LST	C220	CAP1608L	2	Top	90	1821.255	11412.798	Yes	No
CAPACITOR_LST	C221	CAP1005L	2	Top	90	1220	11150	Yes	No
CAPACITOR_LST	C222	CAP1608L	2	Top	90	1411.807	11389.176	Yes	No
CAPACITOR_LST	C223	CAP1005L	2	Top	90	1459.051	11381.302	Yes	No
CAPACITOR_LST	C224	CAP1005L	2	Top	90	1770.074	11424.609	Yes	No
CAPACITOR_LST	C225	CAP1005L	2	Top	180	1035	11130	Yes	No
CAPACITOR_LST	C226	CAP1005L	2	Top	0	380	10280	Yes	No
CAPACITOR_LST	C227	CAP1005L	2	Top	90	255	10365	Yes	No
CAPACITOR_LST	C228	CAP1005L	2	Top	0	650	10270	Yes	No
CAPACITOR_LST	C229	CAP1005L	2	Top	270	650	10085	Yes	No
CAPACITOR_LST	C230	CAP1608L	2	Bottom	90	580	10160	Yes	No
CAPACITOR_LST	C231	CAP1005L	2	Top	180	313	10130	Yes	No
CAPACITOR_LST	C232	CAP1005L	2	Top	270	4590	11100	Yes	No
CAPACITOR_LST	C233	CAP2012L	2	Top	180	4710	10860	Yes	No
CAPACITOR_LST	C234	CAP1005L	2	Top	180	4710	11160	Yes	No
CAPACITOR_LST	C235	CAP1005L	2	Top	180	4710	10930	Yes	No
CAPACITOR_LST	C236	CAP1005L	2	Top	270	4990	11050	Yes	No
CAPACITOR_LST	C237	CAP1005L	2	Top	90	4910	11050	Yes	No
CAPACITOR_LST	C238	CAP1005L	2	Top	90	4870	11050	Yes	No
CAPACITOR_LST	C239	CAP3216L	2	Top	270	4070	10920	Yes	No
CAPACITOR_LST	C240	CAP3216L	2	Top	90	4070	11150	Yes	No
CAPACITOR_LST	C241	CAP2012LB	2	Top	180	4710	11230	Yes	No
CAPACITOR_LST	C242	CAP1005L	2	Top	270	4590	11920	Yes	No
CAPACITOR_LST	C243	CAP2012LA	2	Top	180	4715	12050	Yes	No
CAPACITOR_LST	C244	CAP1005L	2	Top	180	4715	11980	Yes	No
CAPACITOR_LST	C245	CAP1005L	2	Top	180	4710	11750	Yes	No
CAPACITOR_LST	C246	CAP1005L	2	Top	270	4990	11870	Yes	No
CAPACITOR_LST	C247	CAP1005L	2	Top	90	4910	11870	Yes	No
CAPACITOR_LST	C248	CAP1005L	2	Top	90	4870	11870	Yes	No
CAPACITOR_LST	C249	CAP3216L	2	Top	270	4070	11740	Yes	No
CAPACITOR_LST	C250	CAP3216L	2	Top	90	4070	11970	Yes	No
CAPACITOR_LST	C251	CAP2012L	2	Top	180	4710	11680	Yes	No
CAPACITOR_LST	C252	CAP1005L	2	Top	180	7010	11165	Yes	No
CAPACITOR_LST	C253	CAP1005L	2	Top	270	7450	11055	Yes	No
CAPACITOR_LST	C254	CAP1005L	2	Top	180	7010	11005	Yes	No
CAPACITOR_LST	C255	CAP1005L	2	Top	180	7040	11045	Yes	No
CAPACITOR_LST	C256	CAP2012L	2	Top	180	7330	11265	Yes	No
CAPACITOR_LST	C257	CAP2012L	2	Top	180	7330	11195	Yes	No
CAPACITOR_LST	C258	CAP3216L	2	Top	90	7940	11165	Yes	No
CAPACITOR_LST	C259	CAP3216L	2	Top	270	7940	10925	Yes	No
CAPACITOR_LST	C260	CAP1005L	2	Top	180	7010	11965	Yes	No
CAPACITOR_LST	C261	CAP1005L	2	Top	270	7450	11855	Yes	No
CAPACITOR_LST	C262	CAP1005L	2	Top	180	7010	11805	Yes	No
CAPACITOR_LST	C263	CAP1005L	2	Top	180	7040	11845	Yes	No
CAPACITOR_LST	C264	CAP2012L	2	Top	180	7330	12065	Yes	No
CAPACITOR_LST	C265	CAP2012L	2	Top	180	7330	11995	Yes	No
CAPACITOR_LST	C266	CAP3216L	2	Top	90	7940	11965	Yes	No
CAPACITOR_LST	C267	CAP3216L	2	Top	270	7940	11725	Yes	No
CAPACITOR_LST	C268	CAP1005L	2	Top	0	6960	10500	Yes	No
CAPACITOR_LST	C269	CAP2012L	2	Top	0	6960	10290	Yes	No
CAPACITOR_LST	C270	CAP3216L	2	Top	0	5101.654	10247.323	Yes	No
CAPACITOR_LST	C271	CAP3216L	2	Top	270	5184.331	10389.055	Yes	No
CAPACITOR_LST	C272	CAP1005L	2	Top	90	5100	10500	Yes	No
NFM31P	C273	NFM31P_1206	4	Top	180	4180	7505	Yes	No
CAPACITOR_LST	C274	CAP0603L	2	Bottom	270	4734	6185	Yes	No
CAPACITOR_LST	C275	CAP0603L	2	Bottom	90	4737	6338	Yes	No
CAPACITOR_LST	C276	CAP0603L	2	Bottom	270	4764	6185	Yes	No
CAPACITOR_LST	C277	CAP0603L	2	Bottom	90	4765	6338	Yes	No
CAPACITOR_LST	C278	CAP0603L	2	Bottom	180	4704	6277	Yes	No
CAPACITOR_LST	C279	CAP0603L	2	Bottom	0	4800	6277	Yes	No
CAPACITOR_LST	C280	CAP0603L	2	Bottom	0	4799	6245	Yes	No
CAPACITOR_LST	C281	CAP0603L	2	Bottom	180	4703	6244	Yes	No
CAPACITOR_LST	C282	CAP1608L	2	Bottom	90	4498	6055	Yes	No
CAPACITOR_LST	C283	CAP1608L	2	Bottom	180	5023	6037	Yes	No
CAPACITOR_LST	C284	CAP0603L	2	Bottom	0	4877	6166	Yes	No
CAPACITOR_LST	C285	CAP0603L	2	Bottom	180	4892	6116	Yes	No
CAPACITOR_LST	C286	CAP0603L	2	Bottom	180	4641	6147	Yes	No
CAPACITOR_LST	C287	CAP0603L	2	Bottom	0	4674	6179	Yes	No
CAPACITOR_LST	C288	CAP0603L	2	Bottom	180	4829	6340	Yes	No
CAPACITOR_LST	C289	CAP0603L	2	Bottom	180	4830	6211	Yes	No
CAPACITOR_LST	C290	CAP0603L	2	Bottom	180	4704	6305	Yes	No
CAPACITOR_LST	C291	CAP0603L	2	Bottom	270	4671	6409	Yes	No
CAPACITOR_LST	C292	CAP1608L	2	Bottom	180	5030	6545	Yes	No
CAPACITOR_LST	C293	CAP1608L	2	Bottom	225	4545	6515	Yes	No
CAPACITOR_LST	C294	CAP0603L	2	Bottom	270	4857	6402	Yes	No
CAPACITOR_LST	C295	CAP0603L	2	Bottom	90	4611	6401	Yes	No
CAPACITOR_LST	C296	CAP0603L	2	Bottom	90	4925	6370	Yes	No
CAPACITOR_LST	C297	CAP0603L	2	Bottom	0	4611	6086	Yes	No
CAPACITOR_LST	C298	CAP1005L	2	Top	180	11535	8860	Yes	No
CAPACITOR_LST	C299	CAP1005L	2	Top	0	11430	10830	Yes	No
CAPACITOR_LST	C300	CAP1005L	2	Bottom	180	9615	11280	Yes	No
CAPACITOR_LST	C301	CAP1005L	2	Top	90	10164.09	11637.4	Yes	No
CAPACITOR_LST	C302	CAP1005L	2	Top	180	9957.934	11648.066	Yes	No
CAPACITOR_LST	C303	CAP1005L	2	Top	180	9960	11535	Yes	No
CAPACITOR_LST	C304	CAP1005L	2	Top	315	9816	11355	Yes	No
CAPACITOR_LST	C305	CAP1005L	2	Top	315	9790	11329	Yes	No
CAPACITOR_LST	C306	CAP1005L	2	Bottom	180	9550	11790	Yes	No
CAPACITOR_LST	C307	CAP1608L	2	Top	270	10178.745	11837.202	Yes	No
CAPACITOR_LST	C308	CAP1005L	2	Top	270	10780	12100	Yes	No
CAPACITOR_LST	C309	CAP1608L	2	Top	270	10588.193	11860.824	Yes	No
CAPACITOR_LST	C310	CAP1005L	2	Top	270	10540.949	11868.698	Yes	No
CAPACITOR_LST	C311	CAP1005L	2	Top	270	10229.926	11825.391	Yes	No
CAPACITOR_LST	C312	CAP1005L	2	Top	0	10965	12120	Yes	No
CAPACITOR_LST	C313	CAP1005L	2	Bottom	180	9620	10280	Yes	No
CAPACITOR_LST	C314	CAP1005L	2	Top	90	10164.09	10637.4	Yes	No
CAPACITOR_LST	C315	CAP1005L	2	Top	180	9957.934	10648.066	Yes	No
CAPACITOR_LST	C316	CAP1005L	2	Top	180	9960	10535	Yes	No
CAPACITOR_LST	C317	CAP1005L	2	Top	315	9816	10355	Yes	No
CAPACITOR_LST	C318	CAP1005L	2	Top	315	9790	10329	Yes	No
CAPACITOR_LST	C319	CAP1005L	2	Bottom	180	9550	10790	Yes	No
CAPACITOR_LST	C320	CAP1608L	2	Top	270	10178.745	10837.202	Yes	No
CAPACITOR_LST	C321	CAP1005L	2	Top	270	10780	11100	Yes	No
CAPACITOR_LST	C322	CAP1608L	2	Top	270	10588.193	10860.824	Yes	No
CAPACITOR_LST	C323	CAP1005L	2	Top	270	10540.949	10868.698	Yes	No
CAPACITOR_LST	C324	CAP1005L	2	Top	270	10229.926	10825.391	Yes	No
CAPACITOR_LST	C325	CAP1005L	2	Top	0	10965	11120	Yes	No
CAPACITOR_LST	C326	CAP1005L	2	Bottom	180	9620	9280	Yes	No
CAPACITOR_LST	C327	CAP1005L	2	Top	90	10164.09	9637.4	Yes	No
CAPACITOR_LST	C328	CAP1005L	2	Top	180	9957.934	9648.066	Yes	No
CAPACITOR_LST	C329	CAP1005L	2	Top	180	9960	9535	Yes	No
CAPACITOR_LST	C330	CAP1005L	2	Top	315	9816	9355	Yes	No
CAPACITOR_LST	C331	CAP1005L	2	Top	315	9790	9329	Yes	No
CAPACITOR_LST	C332	CAP1005L	2	Bottom	180	9549.59	9790	Yes	No
CAPACITOR_LST	C333	CAP1608L	2	Top	270	10178.745	9837.202	Yes	No
CAPACITOR_LST	C334	CAP1005L	2	Top	270	10780	10100	Yes	No
CAPACITOR_LST	C335	CAP1608L	2	Top	270	10588.193	9860.824	Yes	No
CAPACITOR_LST	C336	CAP1005L	2	Top	270	10540.949	9868.698	Yes	No
CAPACITOR_LST	C337	CAP1005L	2	Top	270	10229.926	9825.391	Yes	No
CAPACITOR_LST	C338	CAP1005L	2	Top	0	10965	10120	Yes	No
CAPACITOR_LST	C339	CAP1005L	2	Bottom	180	9620	8280	Yes	No
CAPACITOR_LST	C340	CAP1005L	2	Top	90	10164.09	8637.4	Yes	No
CAPACITOR_LST	C341	CAP1005L	2	Top	180	9957.934	8648.066	Yes	No
CAPACITOR_LST	C342	CAP1005L	2	Top	180	9960	8535	Yes	No
CAPACITOR_LST	C343	CAP1005L	2	Top	315	9816	8355	Yes	No
CAPACITOR_LST	C344	CAP1005L	2	Top	315	9790	8329	Yes	No
CAPACITOR_LST	C345	CAP1005L	2	Bottom	180	9550	8790	Yes	No
CAPACITOR_LST	C346	CAP1608L	2	Top	270	10178.745	8837.202	Yes	No
CAPACITOR_LST	C347	CAP1005L	2	Top	270	10780	9100	Yes	No
CAPACITOR_LST	C348	CAP1608L	2	Top	270	10588.193	8860.824	Yes	No
CAPACITOR_LST	C349	CAP1005L	2	Top	270	10540.949	8868.698	Yes	No
CAPACITOR_LST	C350	CAP1005L	2	Top	270	10229.926	8825.391	Yes	No
CAPACITOR_LST	C351	CAP1005L	2	Top	0	10965	9120	Yes	No
CAPACITOR_LST	C352	CAP1005L	2	Top	180	11620	9970	Yes	No
CAPACITOR_LST	C353	CAP1005L	2	Top	90	11725	10055	Yes	No
CAPACITOR_LST	C354	CAP1005L	2	Top	180	11350	9980	Yes	No
CAPACITOR_LST	C355	CAP1005L	2	Top	90	11350	10165	Yes	No
CAPACITOR_LST	C356	CAP1608L	2	Bottom	270	11411	10091	Yes	No
CAPACITOR_LST	C357	CAP1005L	2	Bottom	180	11560	10180	Yes	No
CAPACITOR_LST	C358	CAP1005L	2	Top	180	11535	4860	Yes	No
CAPACITOR_LST	C359	CAP1005L	2	Top	0	11430	6830	Yes	No
CAPACITOR_LST	C360	CAP1005L	2	Bottom	180	9615	7280	Yes	No
CAPACITOR_LST	C361	CAP1005L	2	Top	90	10164.09	7637.4	Yes	No
CAPACITOR_LST	C362	CAP1005L	2	Top	180	9957.934	7648.066	Yes	No
CAPACITOR_LST	C363	CAP1005L	2	Top	180	9960	7535	Yes	No
CAPACITOR_LST	C364	CAP1005L	2	Top	315	9816	7355	Yes	No
CAPACITOR_LST	C365	CAP1005L	2	Top	315	9790	7329	Yes	No
CAPACITOR_LST	C366	CAP1005L	2	Bottom	180	9550	7790	Yes	No
CAPACITOR_LST	C367	CAP1608L	2	Top	270	10178.745	7837.202	Yes	No
CAPACITOR_LST	C368	CAP1005L	2	Top	270	10780	8100	Yes	No
CAPACITOR_LST	C369	CAP1608L	2	Top	270	10588.193	7860.824	Yes	No
CAPACITOR_LST	C370	CAP1005L	2	Top	270	10540.949	7868.698	Yes	No
CAPACITOR_LST	C371	CAP1005L	2	Top	270	10229.926	7825.391	Yes	No
CAPACITOR_LST	C372	CAP1005L	2	Top	0	10965	8120	Yes	No
CAPACITOR_LST	C373	CAP1005L	2	Bottom	180	9620	6280	Yes	No
CAPACITOR_LST	C374	CAP1005L	2	Top	90	10164.09	6637.4	Yes	No
CAPACITOR_LST	C375	CAP1005L	2	Top	180	9957.934	6648.066	Yes	No
CAPACITOR_LST	C376	CAP1005L	2	Top	180	9960	6535	Yes	No
CAPACITOR_LST	C377	CAP1005L	2	Top	315	9816	6355	Yes	No
CAPACITOR_LST	C378	CAP1005L	2	Top	315	9790	6329	Yes	No
CAPACITOR_LST	C379	CAP1005L	2	Bottom	180	9550	6790	Yes	No
CAPACITOR_LST	C380	CAP1608L	2	Top	270	10178.745	6837.202	Yes	No
CAPACITOR_LST	C381	CAP1005L	2	Top	270	10780	7100	Yes	No
CAPACITOR_LST	C382	CAP1608L	2	Top	270	10588.193	6860.824	Yes	No
CAPACITOR_LST	C383	CAP1005L	2	Top	270	10540.949	6868.698	Yes	No
CAPACITOR_LST	C384	CAP1005L	2	Top	270	10229.926	6825.391	Yes	No
CAPACITOR_LST	C385	CAP1005L	2	Top	0	10965	7120	Yes	No
CAPACITOR_LST	C386	CAP1005L	2	Bottom	180	9620	5280	Yes	No
CAPACITOR_LST	C387	CAP1005L	2	Top	90	10164.09	5637.4	Yes	No
CAPACITOR_LST	C388	CAP1005L	2	Top	180	9957.934	5648.066	Yes	No
CAPACITOR_LST	C389	CAP1005L	2	Top	180	9960	5535	Yes	No
CAPACITOR_LST	C390	CAP1005L	2	Top	315	9816	5355	Yes	No
CAPACITOR_LST	C391	CAP1005L	2	Top	315	9790	5329	Yes	No
CAPACITOR_LST	C392	CAP1005L	2	Bottom	180	9549.59	5790	Yes	No
CAPACITOR_LST	C393	CAP1608L	2	Top	270	10178.745	5837.202	Yes	No
CAPACITOR_LST	C394	CAP1005L	2	Top	270	10780	6100	Yes	No
CAPACITOR_LST	C395	CAP1608L	2	Top	270	10588.193	5860.824	Yes	No
CAPACITOR_LST	C396	CAP1005L	2	Top	270	10540.949	5868.698	Yes	No
CAPACITOR_LST	C397	CAP1005L	2	Top	270	10229.926	5825.391	Yes	No
CAPACITOR_LST	C398	CAP1005L	2	Top	0	10965	6120	Yes	No
CAPACITOR_LST	C399	CAP1005L	2	Bottom	180	9620	4280	Yes	No
CAPACITOR_LST	C400	CAP1005L	2	Top	90	10164.09	4637.4	Yes	No
CAPACITOR_LST	C401	CAP1005L	2	Top	180	9957.934	4648.066	Yes	No
CAPACITOR_LST	C402	CAP1005L	2	Top	180	9960	4535	Yes	No
CAPACITOR_LST	C403	CAP1005L	2	Top	315	9816	4355	Yes	No
CAPACITOR_LST	C404	CAP1005L	2	Top	315	9790	4329	Yes	No
CAPACITOR_LST	C405	CAP1005L	2	Bottom	180	9550	4790	Yes	No
CAPACITOR_LST	C406	CAP1608L	2	Top	270	10178.745	4837.202	Yes	No
CAPACITOR_LST	C407	CAP1005L	2	Top	270	10780	5100	Yes	No
CAPACITOR_LST	C408	CAP1608L	2	Top	270	10588.193	4860.824	Yes	No
CAPACITOR_LST	C409	CAP1005L	2	Top	270	10540.949	4868.698	Yes	No
CAPACITOR_LST	C410	CAP1005L	2	Top	270	10229.926	4825.391	Yes	No
CAPACITOR_LST	C411	CAP1005L	2	Top	0	10965	5120	Yes	No
CAPACITOR_LST	C412	CAP1005L	2	Top	180	11620	5970	Yes	No
CAPACITOR_LST	C413	CAP1005L	2	Top	90	11725	6055	Yes	No
CAPACITOR_LST	C414	CAP1005L	2	Top	180	11350	5980	Yes	No
CAPACITOR_LST	C415	CAP1005L	2	Top	90	11350	6165	Yes	No
CAPACITOR_LST	C416	CAP1608L	2	Bottom	270	11413	6097	Yes	No
CAPACITOR_LST	C417	CAP1005L	2	Bottom	180	11560	6180	Yes	No
CAPACITOR_LST	C418	CAP1005L	2	Top	180	11535	860	Yes	No
CAPACITOR_LST	C419	CAP1005L	2	Top	0	11430	2830	Yes	No
CAPACITOR_LST	C420	CAP1005L	2	Bottom	180	9615	3280	Yes	No
CAPACITOR_LST	C421	CAP1005L	2	Top	90	10164.09	3637.4	Yes	No
CAPACITOR_LST	C422	CAP1005L	2	Top	180	9957.934	3648.066	Yes	No
CAPACITOR_LST	C423	CAP1005L	2	Top	180	9960	3535	Yes	No
CAPACITOR_LST	C424	CAP1005L	2	Top	315	9816	3355	Yes	No
CAPACITOR_LST	C425	CAP1005L	2	Top	315	9790	3329	Yes	No
CAPACITOR_LST	C426	CAP1005L	2	Bottom	180	9550	3790	Yes	No
CAPACITOR_LST	C427	CAP1608L	2	Top	270	10178.745	3837.202	Yes	No
CAPACITOR_LST	C428	CAP1005L	2	Top	270	10780	4100	Yes	No
CAPACITOR_LST	C429	CAP1608L	2	Top	270	10588.193	3860.824	Yes	No
